EXP,WKS,OCC,IND,SOUTH,SMSA,MS,FEM,UNION,ED,BLK,LWAGE,YEAR
35,49,1,1,0,1,1,0,0,12,0,647.697,2
36,49,1,1,0,1,1,0,0,12,0,658.617,3
37,49,1,1,0,1,1,0,0,12,0,668.461,4
38,48,1,1,0,1,1,0,0,12,0,681.344,5
39,48,1,1,0,1,1,0,0,12,0,687.73,6
40,48,1,1,0,1,1,0,0,12,0,696.602,7
7,49,0,1,0,1,1,0,0,14,0,623.048,1
8,50,0,1,0,1,1,0,0,14,0,630.992,2
9,49,0,1,0,1,1,0,0,14,0,639.693,3
10,49,0,1,0,0,1,0,0,14,0,662.007,4
11,49,0,1,0,0,1,0,0,14,0,677.422,5
12,48,0,1,0,0,1,0,0,14,0,674.993,6
13,48,0,1,0,0,1,0,0,14,0,717.012,7
19,48,0,0,0,1,1,0,0,16,0,677.422,1
20,49,0,1,0,1,1,0,0,16,0,690.575,2
21,49,0,1,0,1,1,0,0,16,0,731.322,3
22,49,0,0,0,1,1,0,0,16,0,749.554,4
23,49,0,0,0,1,1,0,0,16,0,691.374,5
24,49,0,1,0,1,1,0,0,16,0,710.988,6
25,49,0,0,0,1,1,0,0,16,0,739.817,7
36,48,0,1,0,0,1,0,0,15,0,690.575,1
37,48,0,1,0,0,1,0,0,15,0,690.575,2
38,48,0,1,0,0,1,0,0,15,0,713.09,3
39,48,0,1,0,0,1,0,0,15,0,717.012,4
40,48,0,1,0,0,1,0,0,15,0,724.423,5
41,48,0,1,0,0,1,0,0,15,0,731.322,6
42,48,0,1,0,0,1,0,0,15,0,740.853,7
12,47,0,1,0,0,1,0,0,12,0,647.697,1
13,48,0,1,0,0,1,0,0,12,0,661.338,2
14,48,0,1,0,0,1,0,0,12,0,672.143,3
15,48,0,0,0,0,1,0,0,12,0,700.307,4
16,47,0,1,0,0,1,0,0,12,0,700.307,5
17,49,0,1,0,0,1,0,0,12,0,719.818,6
18,47,0,1,0,0,1,0,0,12,0,721.008,7
4,45,1,0,0,1,1,0,0,14,0,575.257,1
5,50,0,0,0,1,1,0,0,14,0,575.257,2
6,50,0,0,0,1,1,0,0,14,0,623.441,3
7,47,0,0,0,1,1,0,0,14,0,647.697,4
8,51,0,0,0,1,1,0,0,14,0,662.007,5
9,50,0,0,0,1,1,0,0,14,0,695.655,6
10,49,0,0,0,1,1,0,0,14,0,686.693,7
6,36,0,0,0,1,1,0,1,16,0,653.669,1
7,36,0,0,0,1,1,0,1,16,0,684.162,2
8,36,0,0,0,1,1,0,1,16,0,668.461,3
9,36,0,0,0,1,0,0,1,16,0,684.055,4
10,39,0,0,0,1,0,0,1,16,0,690.776,5
11,36,0,0,0,1,0,0,1,16,0,685.646,6
12,37,0,0,0,1,0,0,1,16,0,690.776,7
16,48,1,0,0,1,1,0,1,12,0,627.099,1
17,37,1,1,0,1,1,0,1,12,0,653.959,2
18,32,1,1,0,1,1,0,1,12,0,656.667,3
19,47,1,1,0,1,1,0,1,12,0,659.578,4
20,40,1,1,0,1,1,0,1,12,0,683.841,5
21,42,1,1,0,1,1,0,1,12,0,694.022,6
22,5,1,1,0,1,1,0,1,12,0,680.351,7
20,50,1,0,1,0,1,0,0,16,0,630.992,1
21,50,1,0,1,0,1,0,0,16,0,643.294,2
22,46,1,0,1,0,1,0,0,16,0,648.158,3
23,49,1,0,1,0,1,0,0,16,0,660.665,4
24,50,1,0,1,0,1,0,0,16,0,663.332,5
25,48,0,0,1,0,1,0,0,16,0,674.524,6
26,46,1,0,1,0,1,0,0,16,0,682.763,7
4,50,1,0,1,0,1,0,0,8,1,541.61,1
5,44,1,0,1,0,1,0,0,8,1,545.959,2
6,48,1,0,1,0,1,0,0,8,1,545.959,3
7,43,1,0,1,0,0,0,0,8,1,557.973,4
8,6,1,0,1,0,0,0,0,8,1,570.378,5
9,6,1,0,1,0,0,0,0,8,1,570.378,6
10,35,1,0,1,0,0,0,0,8,1,570.378,7
13,49,1,0,0,1,1,0,0,12,0,622.456,1
14,37,1,0,0,1,1,0,0,12,0,630.992,2
15,49,1,0,0,1,1,0,0,12,0,630.992,3
16,48,1,0,0,1,1,0,0,12,0,638.519,4
17,22,1,0,0,1,1,0,0,12,0,643.455,5
18,50,1,0,0,1,1,0,0,12,0,655.108,6
19,48,1,0,0,1,0,0,0,12,0,668.461,7
12,50,0,0,1,1,0,0,0,17,0,674.524,1
13,44,0,0,1,1,0,0,0,17,0,672.743,2
14,50,0,0,1,1,0,0,0,17,0,688.244,3
15,45,0,0,1,1,1,0,0,17,0,692.756,4
16,44,0,0,1,1,0,0,0,17,0,689.972,5
17,51,0,0,1,1,0,0,0,17,0,702.731,6
18,49,0,0,1,1,0,0,0,17,0,713.09,7
3,49,0,0,0,1,1,0,0,16,0,652.209,1
4,46,0,0,0,1,1,0,0,16,0,668.461,2
5,48,0,0,0,1,1,0,0,16,0,680.239,3
6,48,0,0,0,1,1,0,0,16,0,700.307,4
7,48,0,0,0,1,1,0,0,16,0,700.307,5
8,48,0,0,0,1,1,0,0,16,0,727.932,6
9,48,0,1,0,1,1,0,0,16,0,737.776,7
33,47,0,0,0,0,1,0,0,13,0,665.286,1
34,47,0,0,0,0,1,0,0,13,0,677.422,2
35,47,0,0,0,0,1,0,0,13,0,680.239,3
36,47,0,0,0,0,1,0,0,13,0,685.646,4
37,48,0,0,0,0,1,0,0,13,0,700.307,5
38,48,1,0,0,0,1,0,0,13,0,709.008,6
39,48,1,0,0,0,1,0,0,13,0,706.902,7
8,48,1,1,0,0,1,0,1,12,0,654.535,1
9,51,0,1,0,0,1,0,1,12,0,645.362,2
10,49,0,1,0,0,1,0,1,12,0,657.786,3
11,49,0,1,0,0,1,0,1,12,0,667.456,4
12,50,1,1,0,0,1,0,1,12,0,677.308,5
13,50,0,1,0,0,1,0,1,12,0,686.901,6
14,50,1,1,0,0,1,0,1,12,0,690.776,7
29,46,1,1,0,1,1,0,0,12,0,663.857,1
30,47,1,1,0,1,1,0,0,12,0,668.461,2
31,47,1,1,0,1,1,0,0,12,0,673.34,3
32,47,1,1,0,1,1,0,0,12,0,688.244,4
33,47,1,1,0,1,1,0,0,12,0,692.56,5
34,47,1,1,0,1,1,0,0,12,0,704.141,6
35,47,1,1,0,1,1,0,0,12,0,708.841,7
30,49,0,1,0,0,1,0,0,12,0,655.108,1
31,49,0,1,0,0,1,0,0,12,0,658.617,2
32,49,0,0,0,0,1,0,0,12,0,665.286,3
33,52,0,1,0,0,1,0,0,12,0,643.775,4
34,48,0,1,0,0,1,0,0,12,0,662.007,5
35,50,0,1,0,0,1,0,0,12,0,680.239,6
36,49,1,1,0,0,1,0,1,12,0,668.461,7
25,38,0,0,0,1,1,0,1,17,0,662.007,1
26,40,0,0,0,1,1,0,1,17,0,680.239,2
27,39,0,0,0,1,1,0,1,17,0,685.646,3
28,38,0,0,0,1,1,0,1,17,0,690.776,4
29,39,0,0,0,1,1,0,1,17,0,695.655,5
30,39,0,0,0,1,1,0,1,17,0,709.008,6
31,35,0,0,0,1,1,0,1,17,0,715.07,7
9,50,1,0,0,0,1,0,0,12,0,610.925,1
10,52,1,0,0,0,1,0,0,12,0,621.461,2
11,52,1,0,0,0,1,0,0,12,0,621.461,3
12,52,1,0,0,0,1,0,0,12,0,655.82,4
13,52,1,0,0,0,1,0,0,12,0,666.568,5
14,46,1,0,0,0,1,0,0,12,0,686.171,6
15,52,1,0,0,0,1,0,0,12,0,697.073,7
8,50,1,0,0,1,1,0,0,12,0,574.3,1
9,38,1,0,0,1,1,0,0,12,0,605.209,2
10,49,0,0,0,1,1,0,0,12,0,607.993,3
11,49,1,0,0,1,1,0,0,12,0,630.992,4
12,51,1,0,0,1,1,0,0,12,0,639.693,5
13,51,1,0,0,1,1,0,0,12,0,647.697,6
14,49,1,0,0,1,0,0,0,12,0,651.471,7
10,50,1,1,1,1,1,0,1,12,0,604.025,1
11,52,1,1,1,1,1,0,1,12,0,618.415,2
12,51,1,1,1,1,1,0,1,12,0,621.461,3
13,49,1,1,1,1,1,0,1,12,0,630.992,4
14,49,1,1,1,1,1,0,1,12,0,645.52,5
15,50,1,1,1,1,1,0,1,12,0,652.209,6
16,49,1,1,1,1,1,0,1,12,0,664.249,7
10,49,1,1,1,1,0,1,0,11,1,607.304,1
11,46,1,1,1,1,0,1,0,11,1,619.441,2
12,50,1,1,1,1,0,1,0,11,1,631.897,3
13,50,1,1,1,1,0,1,0,11,1,639.526,4
14,46,1,1,1,1,0,1,0,11,1,647.697,5
15,45,1,1,1,1,0,1,0,11,1,659.715,6
16,41,1,1,1,1,0,1,0,11,1,669.208,7
37,50,1,1,0,0,1,0,1,12,0,617.794,1
38,50,1,1,0,0,1,0,1,12,0,631.716,2
39,50,1,1,0,0,1,0,1,12,0,641.182,3
40,50,1,1,0,0,1,0,1,12,0,639.693,4
41,40,1,1,0,0,1,0,1,12,0,651.471,5
42,48,1,1,0,0,1,0,1,12,0,661.338,6
43,45,1,1,0,0,1,0,1,12,0,667.834,7
10,50,0,0,0,1,1,0,0,15,0,671.538,1
11,48,0,0,0,1,1,0,0,15,0,678.559,2
12,48,0,0,0,1,1,0,0,15,0,688.449,3
13,47,0,0,0,1,1,0,0,15,0,700.307,4
14,43,0,0,0,1,1,0,0,15,0,709.008,5
15,49,0,0,0,1,1,0,0,15,0,717.012,6
16,48,0,0,0,1,1,0,0,15,0,729.302,7
10,20,1,0,0,0,0,1,0,10,0,501.064,1
11,30,1,0,0,0,0,1,0,10,0,501.064,2
12,36,1,0,0,0,0,1,0,10,0,552.146,3
13,52,1,0,0,0,0,1,0,10,0,566.988,4
14,52,1,0,0,0,0,1,0,10,0,573.657,5
15,29,1,0,0,0,0,1,0,10,0,581.413,6
16,40,1,0,0,0,0,1,0,10,0,581.413,7
3,40,0,0,0,1,1,0,0,17,0,623.245,1
4,42,0,0,0,1,1,0,0,17,0,657.925,2
5,44,0,0,0,1,1,0,1,17,0,665.286,3
6,48,0,0,0,1,1,0,1,17,0,674.524,4
7,48,0,0,0,1,1,0,0,17,0,749.554,5
8,48,0,0,0,1,1,0,0,17,0,816.052,6
9,50,0,0,0,1,1,0,0,17,0,830.82,7
25,50,0,0,1,0,1,0,0,17,0,690.575,1
26,50,0,0,1,0,1,0,0,17,0,690.575,2
27,51,0,0,1,0,1,0,0,17,0,740.853,3
28,51,0,0,1,0,1,0,0,17,0,746.737,4
29,51,0,0,1,0,1,0,0,17,0,752.294,5
30,49,0,0,1,0,1,0,0,17,0,746.737,6
31,50,0,0,1,0,1,0,0,17,0,757.558,7
24,39,1,0,1,0,1,0,0,9,0,567.332,1
25,47,1,0,1,0,1,0,0,9,0,574.62,2
26,49,1,0,1,0,1,0,0,9,0,582.895,3
27,50,1,0,1,0,1,0,0,9,0,607.993,4
28,52,1,0,1,0,1,0,0,9,0,599.146,5
29,49,1,0,1,0,1,0,0,9,0,599.146,6
30,49,1,0,1,0,1,0,0,9,0,613.773,7
12,51,1,0,0,1,0,0,0,12,1,599.146,1
13,51,1,0,0,1,0,0,0,12,1,592.693,2
14,50,1,0,0,1,0,0,0,12,1,607.993,3
15,49,0,0,0,1,0,0,0,12,1,607.993,4
16,45,0,0,0,1,0,0,0,12,1,626.34,5
17,52,0,0,0,1,0,0,0,12,1,643.775,6
18,28,0,0,0,1,0,0,0,12,1,655.108,7
10,48,0,1,0,1,1,0,0,16,0,690.575,1
11,47,0,1,0,1,1,0,0,16,0,690.575,2
12,47,0,1,0,1,1,0,0,16,0,722.766,3
13,46,0,1,0,1,1,0,0,16,0,729.302,4
14,48,0,1,0,1,1,0,0,16,0,733.368,5
15,49,0,0,0,1,1,0,0,16,0,757.353,6
16,50,0,0,0,1,1,0,0,16,0,727.101,7
28,48,0,1,0,1,1,0,0,16,0,690.575,1
29,46,0,1,0,1,1,0,0,16,0,690.575,2
30,46,0,1,0,1,1,0,0,16,0,734.601,3
31,49,0,1,0,1,1,0,0,16,0,731.322,4
32,44,0,1,0,1,1,0,0,16,0,755.486,5
33,48,0,1,0,1,1,0,0,16,0,771.869,6
34,43,0,1,0,1,1,0,0,16,0,769.621,7
5,28,1,1,0,1,0,0,1,12,0,608.222,1
6,40,0,1,0,1,0,0,1,12,0,651.323,2
7,29,1,1,0,1,0,0,1,12,0,662.141,3
8,46,1,1,0,1,0,0,1,12,0,669.95,4
9,48,1,1,0,1,0,0,1,12,0,679.571,5
10,49,1,1,0,1,0,0,1,12,0,689.669,6
11,48,1,1,0,1,0,0,1,12,0,699.668,7
3,49,0,0,0,1,0,1,0,12,0,596.615,1
4,50,0,0,0,1,0,1,0,12,0,611.147,2
5,48,0,0,0,1,0,1,0,12,0,617.379,3
6,49,0,0,0,1,0,1,0,12,0,622.059,4
7,48,0,0,0,1,0,1,0,12,0,628.972,5
8,50,0,0,0,1,0,1,0,12,0,636.475,6
9,49,0,0,0,1,0,1,0,12,0,672.743,7
4,50,1,0,0,0,1,0,0,14,0,643.615,1
5,50,0,0,0,0,1,0,0,14,0,665.929,2
6,50,0,0,0,0,1,0,0,14,0,674.524,3
7,50,0,0,0,0,1,0,0,14,0,685.646,4
8,50,0,0,0,0,1,0,0,14,0,690.776,5
9,49,0,0,0,0,1,0,0,14,0,713.33,6
10,47,0,0,0,0,1,0,0,14,0,721.891,7
19,49,0,0,0,1,0,1,0,15,0,677.422,1
20,51,0,0,0,1,0,1,0,15,0,682.546,2
21,48,0,0,0,1,0,1,0,15,0,607.993,3
22,49,0,0,0,1,0,1,0,15,0,690.776,4
23,47,0,0,0,1,0,1,0,15,0,621.461,5
24,52,0,0,0,1,0,1,0,15,0,670.073,6
25,50,0,0,0,1,0,1,0,15,0,659.304,7
3,49,1,1,0,0,1,0,0,9,0,610.032,1
4,48,1,1,0,0,1,0,0,9,0,615.698,2
5,49,1,1,0,0,1,0,0,9,0,624.222,3
6,50,1,1,0,0,1,0,0,9,0,638.351,4
7,51,1,1,0,0,1,0,0,9,0,642.487,5
8,47,1,1,0,0,1,0,0,9,0,657.228,6
9,49,1,1,0,0,1,0,0,9,0,675.693,7
20,47,1,0,0,0,1,0,0,16,0,574.62,1
21,47,1,0,0,0,1,0,0,16,0,592.693,2
22,49,1,0,0,0,1,0,0,16,0,601.616,3
23,50,1,0,0,0,1,0,0,16,0,594.803,4
24,46,1,0,0,0,1,0,0,16,0,605.209,5
25,48,1,0,0,0,1,0,0,16,0,632.436,6
26,49,1,0,0,0,1,0,0,16,0,636.99,7
11,48,0,0,0,1,1,0,0,12,0,628.972,1
12,48,0,0,0,1,1,0,0,12,0,639.693,2
13,50,0,0,0,0,1,0,0,12,0,654.535,3
14,50,0,0,0,1,1,0,0,12,0,673.102,4
15,51,0,0,0,1,1,0,0,12,0,749.332,5
16,50,0,0,0,1,1,0,0,12,0,673.102,6
17,50,0,0,0,1,1,0,0,12,0,698.286,7
14,46,1,1,1,0,1,0,1,12,0,655.108,1
15,26,0,1,1,0,1,0,0,12,0,686.693,2
16,50,0,1,1,0,1,0,0,12,0,692.56,3
17,49,0,1,1,0,1,0,0,12,0,706.476,4
18,49,1,1,1,0,1,0,0,12,0,713.09,5
19,49,1,1,1,0,1,0,0,12,0,743.838,6
20,32,1,1,1,0,1,0,1,12,0,714.441,7
8,51,1,0,1,0,1,1,0,14,0,585.793,1
9,51,1,0,1,0,1,1,0,14,0,588.61,2
10,51,1,0,1,0,1,1,0,14,0,599.146,3
11,50,1,0,1,0,1,1,0,14,0,602.828,4
12,50,1,0,1,0,1,1,0,14,0,610.925,5
13,50,1,0,1,0,0,1,0,14,0,616.331,6
14,51,1,0,1,0,0,1,0,14,0,621.461,7
10,36,1,0,1,0,0,1,0,8,0,542.053,1
11,36,1,0,1,0,0,1,0,8,0,551.745,2
12,39,1,0,1,0,0,1,0,8,0,519.296,3
13,36,1,0,1,0,0,1,0,8,0,534.711,4
14,35,1,0,1,0,0,1,0,8,0,564.191,5
15,38,1,0,1,0,0,1,0,8,0,565.948,6
16,41,1,0,1,0,0,1,0,8,0,575.257,7
25,47,1,1,0,1,1,0,0,12,0,655.393,1
26,47,1,1,0,1,1,0,0,12,0,671.538,2
27,47,1,1,0,1,1,0,0,12,0,662.407,3
28,47,1,1,0,1,1,0,0,12,0,683.087,4
29,47,1,1,0,1,1,0,0,12,0,695.655,5
30,47,1,1,0,1,1,0,1,12,0,679.01,6
31,47,1,1,0,1,1,0,1,12,0,709.008,7
23,48,1,0,0,0,1,0,1,12,0,655.108,1
24,49,1,0,0,0,1,0,1,12,0,662.007,2
25,48,1,0,0,0,1,0,1,12,0,670.564,3
26,48,1,0,0,0,1,0,1,12,0,678.559,4
27,46,1,0,0,0,1,0,1,12,0,688.857,5
28,46,1,0,0,0,1,0,1,12,0,700.76,6
29,47,1,0,0,0,1,0,1,12,0,711.233,7
35,45,1,0,0,1,1,0,0,12,0,680.239,1
36,45,1,0,0,1,1,0,0,12,0,685.646,2
37,45,1,0,0,1,1,0,0,12,0,698.008,3
38,46,1,0,0,1,1,0,0,12,0,709.589,4
39,44,1,0,0,1,1,0,0,12,0,748.829,5
40,44,1,0,0,1,1,0,0,12,0,745.124,6
41,30,1,1,0,1,1,0,1,12,0,747.873,7
22,47,1,0,0,1,0,0,1,12,0,690.575,1
23,49,1,0,0,1,1,0,1,12,0,690.575,2
24,45,1,0,0,1,1,0,1,12,0,711.639,3
25,26,1,0,0,1,1,0,1,12,0,707.412,4
26,22,1,0,0,1,1,0,1,12,0,705.79,5
27,48,1,0,0,1,1,0,1,12,0,702.643,6
28,42,1,0,0,1,1,0,1,12,0,726.263,7
10,49,0,0,0,1,1,0,0,12,0,662.007,1
11,48,0,0,0,1,1,0,0,12,0,662.007,2
12,48,0,0,0,1,1,0,0,12,0,683.303,3
13,48,0,0,0,1,1,0,0,12,0,692.56,4
14,47,0,0,0,1,1,0,0,12,0,702.376,5
15,46,0,0,0,1,1,0,0,12,0,706.305,6
16,48,0,0,0,1,1,0,0,12,0,718.311,7
23,48,0,0,0,1,1,0,0,17,0,690.575,1
24,48,0,0,0,0,1,0,0,17,0,690.575,2
25,49,0,0,0,0,1,0,0,17,0,704.752,3
26,48,0,0,0,0,1,0,0,17,0,709.008,4
27,48,0,0,0,0,1,0,0,17,0,713.09,5
28,48,0,0,0,0,1,0,0,17,0,699.942,6
29,49,0,0,0,0,1,0,0,17,0,701.481,7
6,51,1,1,1,0,1,0,0,9,0,609.582,1
7,51,1,1,1,0,1,0,0,9,0,629.157,2
8,50,1,1,1,0,1,0,0,9,0,640.523,3
9,50,1,1,1,0,1,0,0,9,0,662.007,4
10,49,1,1,1,0,1,0,0,9,0,671.901,5
11,50,1,1,1,0,1,0,0,9,0,682.546,6
12,50,1,1,1,0,1,0,0,9,0,695.464,7
25,50,1,1,1,0,1,0,1,6,0,610.032,1
26,51,1,1,1,0,1,0,1,6,0,629.157,2
27,51,1,1,1,0,1,0,1,6,0,629.157,3
28,51,1,1,1,0,1,0,1,6,0,637.161,4
29,44,1,1,1,0,1,0,1,6,0,647.389,5
30,41,1,1,1,0,1,0,1,6,0,654.679,6
31,42,1,1,1,0,1,0,1,6,0,659.03,7
6,48,0,1,0,1,1,0,1,12,0,628.6,1
7,49,0,1,0,1,1,0,1,12,0,645.99,2
8,42,0,1,0,1,1,0,1,12,0,654.965,3
9,15,0,1,0,1,1,0,1,12,0,664.639,4
10,44,0,1,0,1,1,0,1,12,0,676.849,5
11,47,1,1,0,1,1,0,1,12,0,684.162,6
12,44,0,1,0,1,1,0,1,12,0,694.794,7
32,48,0,0,0,1,1,0,0,16,0,690.575,1
33,49,0,0,0,1,1,0,0,16,0,690.575,2
34,50,0,0,0,1,1,0,0,16,0,736.518,3
35,48,0,0,0,1,1,0,0,16,0,742.476,4
36,49,0,0,0,1,1,0,0,16,0,746.737,5
37,52,0,0,0,1,1,0,0,16,0,728.139,6
38,50,0,0,0,1,1,0,0,16,0,749.332,7
11,47,1,0,0,0,1,0,1,12,0,654.965,1
12,45,1,0,0,0,1,0,1,12,0,683.518,2
13,48,1,0,0,0,1,0,1,12,0,679.794,3
14,48,1,0,0,0,1,0,1,12,0,680.128,4
15,48,1,0,0,0,1,0,1,12,0,691.075,5
16,51,1,1,0,0,1,0,1,12,0,669.084,6
17,49,1,1,0,0,1,0,1,12,0,647.697,7
11,52,0,1,1,1,1,0,0,16,0,644.572,1
12,50,0,1,1,1,1,0,0,16,0,662.007,2
13,50,0,1,1,1,1,0,0,16,0,669.703,3
14,50,0,1,1,1,1,0,0,16,0,682.979,4
15,50,0,1,1,1,1,0,0,16,0,690.776,5
16,51,0,1,1,1,1,0,0,16,0,672.263,6
17,52,0,1,1,1,1,0,0,16,0,672.022,7
7,46,1,0,1,0,1,0,0,9,0,605.209,1
8,50,1,0,1,0,1,0,0,9,0,621.461,2
9,49,1,0,1,0,1,0,0,9,0,643.775,3
10,48,1,0,1,0,1,0,0,9,0,658.617,4
11,50,1,0,1,0,1,0,0,9,0,668.461,5
12,50,1,0,1,0,1,0,0,9,0,674.524,6
13,40,1,0,1,0,1,0,0,9,0,690.776,7
20,50,1,1,1,0,0,1,0,7,0,553.339,1
21,50,1,1,1,0,0,1,0,7,0,582.008,2
22,50,1,1,1,0,0,1,0,7,0,589.99,3
23,50,1,1,1,0,0,1,0,7,0,597.635,4
24,49,1,1,1,0,0,1,0,7,0,605.209,5
25,48,1,1,1,0,0,1,0,7,0,612.905,6
26,39,1,1,1,0,0,1,0,7,0,621.261,7
29,47,0,1,0,0,1,0,0,12,0,668.461,1
30,48,0,1,0,0,1,0,0,12,0,668.461,2
31,47,0,1,0,0,1,0,0,12,0,677.422,3
32,45,0,1,0,0,1,0,0,12,0,684.588,4
33,45,0,1,0,0,1,0,0,12,0,702.554,5
34,45,0,1,0,0,1,0,0,12,0,708.841,6
35,45,0,1,0,0,1,0,0,12,0,713.09,7
8,50,0,0,0,1,0,0,0,13,0,639.693,1
9,50,0,0,0,1,0,0,0,13,0,651.915,2
10,48,0,0,0,1,0,0,0,13,0,660.394,3
11,50,0,0,0,1,0,0,0,13,0,673.815,4
12,49,0,0,0,1,0,0,0,13,0,684.268,5
13,48,0,0,0,1,0,0,0,13,0,690.776,6
14,50,0,0,0,1,0,0,0,13,0,709.008,7
3,43,0,0,0,0,1,0,0,17,0,617.379,1
4,38,0,0,0,0,1,0,0,17,0,633.683,2
5,36,0,0,0,0,1,0,0,17,0,635.437,3
6,36,0,0,0,0,1,0,0,17,0,639.526,4
7,36,0,0,0,0,1,0,1,17,0,655.108,5
8,37,0,0,0,0,1,0,1,17,0,668.461,6
9,38,0,0,0,0,1,0,0,17,0,673.102,7
20,48,1,1,0,0,1,0,1,11,0,616.331,1
21,47,1,1,0,0,1,0,1,11,0,624.222,2
22,48,1,1,0,0,1,0,1,11,0,636.647,3
23,47,1,1,0,0,1,0,1,11,0,644.254,4
24,47,1,1,0,0,1,0,1,11,0,651.026,5
25,45,1,1,0,0,1,0,1,11,0,662.407,6
26,47,1,1,0,0,1,0,1,11,0,671.538,7
7,50,0,0,1,1,0,1,0,12,0,590.808,1
8,50,0,0,1,1,0,1,0,12,0,592.693,2
9,51,0,0,1,1,0,1,0,12,0,610.702,3
10,51,0,0,1,1,0,1,0,12,0,626.149,4
11,48,0,0,1,1,0,1,0,12,0,626.149,5
12,50,0,0,1,1,0,1,0,12,0,631.716,6
13,50,0,0,1,1,0,1,0,12,0,642.487,7
19,46,0,0,0,1,1,0,0,9,0,607.993,1
20,52,0,0,0,1,1,0,0,9,0,607.993,2
21,51,0,0,0,1,1,0,0,9,0,613.773,3
22,50,0,0,0,1,1,0,0,9,0,618.826,4
23,51,0,0,0,1,1,0,0,9,0,618.826,5
24,51,0,0,0,1,1,0,0,9,0,596.615,6
25,52,0,0,0,1,1,0,0,9,0,601.616,7
32,50,1,0,1,0,1,0,1,9,0,647.697,1
33,48,1,0,1,0,1,0,1,9,0,653.669,2
34,45,1,0,1,0,1,0,0,9,0,658.617,3
35,38,1,0,1,0,1,0,1,9,0,667.203,4
36,28,1,0,1,0,1,0,1,9,0,680.239,5
37,44,1,0,1,0,1,0,1,9,0,693.731,6
38,46,1,0,1,0,1,0,1,9,0,704.752,7
25,45,1,0,1,0,1,0,1,12,0,654.679,1
26,48,1,0,1,0,1,0,1,12,0,668.461,2
27,42,1,0,1,0,1,0,1,12,0,690.776,3
28,36,1,0,1,0,1,0,1,12,0,669.456,4
29,48,1,0,1,0,1,0,1,12,0,690.776,5
30,34,1,0,1,0,1,0,1,12,0,693.828,6
31,34,1,0,1,0,1,0,1,12,0,704.839,7
12,48,0,0,0,1,1,0,0,13,0,690.575,1
13,50,0,0,0,1,1,0,0,13,0,690.575,2
14,50,0,0,0,0,1,0,0,13,0,734.278,3
15,49,0,0,0,0,1,0,0,13,0,747.591,4
16,49,0,0,0,1,1,0,0,13,0,750.108,5
17,49,0,0,0,1,1,0,0,13,0,721.744,6
18,47,0,0,0,1,1,0,0,13,0,787.284,7
13,51,0,0,0,1,1,0,0,17,0,690.575,1
14,35,0,0,0,1,1,0,0,17,0,690.575,2
15,52,0,0,0,1,1,0,0,17,0,731.322,3
16,52,0,0,0,1,1,0,0,17,0,770.661,4
17,52,0,0,0,1,1,0,0,17,0,698.286,5
18,52,0,0,0,1,1,0,0,17,0,746.737,6
19,51,0,0,0,1,1,0,0,17,0,791.936,7
15,22,1,0,0,1,0,1,0,11,1,539.363,1
16,46,1,0,0,1,0,1,0,11,1,552.146,2
17,50,1,0,0,1,0,1,1,11,1,575.257,3
18,49,1,0,0,1,0,1,1,11,1,575.257,4
19,50,1,0,0,1,0,1,1,11,1,581.413,5
20,41,1,0,0,1,0,1,0,11,1,595.324,6
21,42,1,0,0,1,0,1,0,11,1,605.209,7
23,49,0,0,0,0,1,0,0,17,0,655.108,1
24,40,0,0,0,0,1,0,0,17,0,667.203,2
25,44,0,0,0,0,1,0,0,17,0,666.568,3
26,43,0,0,0,0,1,0,0,17,0,667.203,4
27,41,0,0,0,0,1,0,0,17,0,671.538,5
28,40,0,0,0,0,1,0,0,17,0,680.239,6
29,42,0,0,0,0,1,0,0,17,0,689.77,7
34,39,1,1,0,0,0,0,1,8,0,662.007,1
35,48,1,1,0,0,0,0,1,8,0,662.007,2
36,48,1,1,0,0,0,0,1,8,0,671.538,3
37,48,1,1,0,0,0,0,1,8,0,680.239,4
38,47,1,1,0,0,0,0,1,8,0,685.646,5
39,45,1,1,0,0,0,0,1,8,0,690.776,6
40,45,1,1,0,0,0,0,1,8,0,695.655,7
30,49,0,1,0,1,1,0,0,10,0,677.422,1
31,48,0,1,0,1,1,0,0,10,0,690.575,2
32,49,0,1,0,1,1,0,0,10,0,690.776,3
33,49,0,1,0,1,1,0,0,10,0,736.96,4
34,52,0,1,0,1,1,0,0,10,0,745.298,5
35,49,0,1,0,1,1,0,0,10,0,764.969,6
36,48,0,1,0,1,1,0,1,10,0,754.961,7
7,49,0,1,0,1,1,0,0,17,0,690.575,1
8,48,0,1,0,1,1,0,0,17,0,690.575,2
9,49,0,1,0,1,1,0,0,17,0,709.008,3
10,49,0,1,0,1,1,0,0,17,0,720.786,4
11,47,0,1,0,1,1,0,0,17,0,731.322,5
12,49,0,1,0,1,1,0,0,17,0,720.117,6
13,49,0,1,0,1,1,0,0,17,0,760.09,7
27,48,0,0,0,1,1,0,0,11,0,690.575,1
28,49,1,0,0,1,1,0,0,11,0,690.575,2
29,49,1,0,0,1,1,0,0,11,0,700.307,3
30,51,1,0,0,1,1,0,0,11,0,709.008,4
31,48,1,0,0,1,1,0,0,11,0,713.09,5
32,49,1,0,0,1,1,0,0,11,0,708.171,6
33,48,1,1,0,1,1,0,0,11,0,724.423,7
24,49,0,0,0,1,1,0,0,12,0,628.6,1
25,48,1,0,0,1,1,0,0,12,0,635.437,2
